TEST1.PNG,Red-Rectangle-Small-1,Blue-Triangle-Medium-2,Green-Triangle-Small-2,Red-Square-Small-2,Green-Square-Large-1,Green-Circle-Small-1
TEST2.PNG,Blue-Square-Small-1,Blue-Circle-Medium-2,Red-Square-Medium-1,Red-Circle-Medium-1,Green-Triangle-Large-1,Yellow-Rectangle-Large-1,Blue-Circle-Small-1
TEST3.PNG,Orange-Triangle-Medium-1,Green-Square-Medium-1,Blue-Rectangle-Medium-1,Red-Circle-Medium-1,Red-Rectangle-Small-1,Blue-Triangle-Large-1
TEST4.PNG,Yellow-Rectangle-Large-1,Blue-Triangle-Small-1,Orange-Square-Medium-1,Red-Circle-Medium-1,Orange-Square-Small-1,Red-Circle-Small-1,Red-Circle-Large-1,Orange-Square-Large-1
TEST5.PNG,Red-Circle-Medium-4,Orange-Square-Medium-1,Blue-Square-Medium-2,Yellow-Rectangle-Large-2,Blue-Triangle-Medium-2,Blue-Circle-Medium-1
